24/05/04 17:33:39 | INFO | root | Reading sequences from /work/ratul1/curwen/Lanmodulin-data/fasta/Half_designs.fasta
24/05/04 17:33:39 | INFO | root | Loaded 525 sequences from /work/ratul1/curwen/Lanmodulin-data/fasta/Half_designs.fasta
24/05/04 17:33:39 | INFO | root | Loading model
24/05/04 17:34:14 | INFO | root | Starting Predictions
24/05/04 17:34:20 | INFO | root | Predicted structure for 300_(ef4,ef2)_(WP_024878302-1,WP_244536190-1)|('WP_024878302-1', 'head')|('WP_024878302-1', 'ef4')|('WP_024878302-1', 'linker1')|('WP_244536190-1', 'ef2')|('WP_244536190-1', 'tail') with length 57, pLDDT 86.3, pTM 0.728 in 0.3s (amortized, batch size 17). 1 / 525 completed.
24/05/04 17:35:06 | INFO | root | Predicted structure for 235_(ef1,ef2)_(RTL87341-1,WP_209296140-1)|('RTL87341-1', 'head')|('RTL87341-1', 'ef1')|('RTL87341-1', 'linker1')|('WP_209296140-1', 'ef2')|('WP_209296140-1', 'tail') with length 62, pLDDT 77.4, pTM 0.601 in 0.2s (amortized, batch size 16). 284 / 525 completed.
24/05/04 17:35:06 | INFO | root | Predicted structure for 236_(ef1,ef2)_(RTL87341-1,WP_122402182-1)|('RTL87341-1', 'head')|('RTL87341-1', 'ef1')|('RTL87341-1', 'linker1')|('WP_122402182-1', 'ef2')|('WP_122402182-1', 'tail') with length 62, pLDDT 77.4, pTM 0.601 in 0.2s (amortized, batch size 16). 285 / 525 completed.
24/05/04 17:35:06 | INFO | root | Predicted structure for 237_(ef1,ef2)_(RTL87341-1,WP_238286702-1)|('RTL87341-1', 'head')|('RTL87341-1', 'ef1')|('RTL87341-1', 'linker1')|('WP_238286702-1', 'ef2')|('WP_238286702-1', 'tail') with length 62, pLDDT 80.9, pTM 0.646 in 0.2s (amortized, batch size 16). 286 / 525 completed.
24/05/04 17:35:06 | INFO | root | Predicted structure for 238_(ef1,ef2)_(RTL87341-1,WP_233385613-1)|('RTL87341-1', 'head')|('RTL87341-1', 'ef1')|('RTL87341-1', 'linker1')|('WP_233385613-1', 'ef2')|('WP_233385613-1', 'tail') with length 62, pLDDT 75.5, pTM 0.562 in 0.2s (amortized, batch size 16). 287 / 525 completed.
24/05/04 17:35:08 | INFO | root | Predicted structure for 239_(ef1,ef2)_(RTL87341-1,WP_026190475-1)|('RTL87341-1', 'head')|('RTL87341-1', 'ef1')|('RTL87341-1', 'linker1')|('WP_026190475-1', 'ef2')|('WP_026190475-1', 'tail') with length 62, pLDDT 76.3, pTM 0.555 in 0.2s (amortized, batch size 16). 288 / 525 completed.
24/05/04 17:35:08 | INFO | root | Predicted structure for 256_(ef1,ef2)_(MBE7203409-1,TMJ90498-1)|('MBE7203409-1', 'head')|('MBE7203409-1', 'ef1')|('MBE7203409-1', 'linker1')|('TMJ90498-1', 'ef2')|('TMJ90498-1', 'tail') with length 62, pLDDT 77.3, pTM 0.635 in 0.2s (amortized, batch size 16). 289 / 525 completed.
24/05/04 17:35:08 | INFO | root | Predicted structure for 257_(ef1,ef2)_(MBE7203409-1,WP_020174296-1)|('MBE7203409-1', 'head')|('MBE7203409-1', 'ef1')|('MBE7203409-1', 'linker1')|('WP_020174296-1', 'ef2')|('WP_020174296-1', 'tail') with length 62, pLDDT 80.9, pTM 0.664 in 0.2s (amortized, batch size 16). 290 / 525 completed.
24/05/04 17:35:08 | INFO | root | Predicted structure for 258_(ef1,ef2)_(MBE7203409-1,WP_099908472-1)|('MBE7203409-1', 'head')|('MBE7203409-1', 'ef1')|('MBE7203409-1', 'linker1')|('WP_099908472-1', 'ef2')|('WP_099908472-1', 'tail') with length 62, pLDDT 80.9, pTM 0.672 in 0.2s (amortized, batch size 16). 291 / 525 completed.
24/05/04 17:35:08 | INFO | root | Predicted structure for 259_(ef1,ef2)_(MBE7203409-1,WP_184513836-1)|('MBE7203409-1', 'head')|('MBE7203409-1', 'ef1')|('MBE7203409-1', 'linker1')|('WP_184513836-1', 'ef2')|('WP_184513836-1', 'tail') with length 62, pLDDT 80.2, pTM 0.649 in 0.2s (amortized, batch size 16). 292 / 525 completed.
24/05/04 17:35:08 | INFO | root | Predicted structure for 260_(ef1,ef2)_(MBE7203409-1,WP_183506314-1)|('MBE7203409-1', 'head')|('MBE7203409-1', 'ef1')|('MBE7203409-1', 'linker1')|('WP_183506314-1', 'ef2')|('WP_183506314-1', 'tail') with length 62, pLDDT 81.3, pTM 0.653 in 0.2s (amortized, batch size 16). 293 / 525 completed.
24/05/04 17:35:08 | INFO | root | Predicted structure for 261_(ef1,ef2)_(MBE7203409-1,WP_092036464-1)|('MBE7203409-1', 'head')|('MBE7203409-1', 'ef1')|('MBE7203409-1', 'linker1')|('WP_092036464-1', 'ef2')|('WP_092036464-1', 'tail') with length 62, pLDDT 80.6, pTM 0.668 in 0.2s (amortized, batch size 16). 294 / 525 completed.
24/05/04 17:35:08 | INFO | root | Predicted structure for 262_(ef1,ef2)_(MBE7203409-1,MBN9042672-1)|('MBE7203409-1', 'head')|('MBE7203409-1', 'ef1')|('MBE7203409-1', 'linker1')|('MBN9042672-1', 'ef2')|('MBN9042672-1', 'tail') with length 62, pLDDT 81.2, pTM 0.685 in 0.2s (amortized, batch size 16). 295 / 525 completed.
24/05/04 17:35:08 | INFO | root | Predicted structure for 263_(ef1,ef2)_(MBE7203409-1,NJM54704-1)|('MBE7203409-1', 'head')|('MBE7203409-1', 'ef1')|('MBE7203409-1', 'linker1')|('NJM54704-1', 'ef2')|('NJM54704-1', 'tail') with length 62, pLDDT 79.9, pTM 0.684 in 0.2s (amortized, batch size 16). 296 / 525 completed.
24/05/04 17:35:08 | INFO | root | Predicted structure for 264_(ef1,ef2)_(MBE7203409-1,WP_024519214-1)|('MBE7203409-1', 'head')|('MBE7203409-1', 'ef1')|('MBE7203409-1', 'linker1')|('WP_024519214-1', 'ef2')|('WP_024519214-1', 'tail') with length 62, pLDDT 78.3, pTM 0.639 in 0.2s (amortized, batch size 16). 297 / 525 completed.
24/05/04 17:35:08 | INFO | root | Predicted structure for 265_(ef1,ef2)_(MBE7203409-1,WP_209296140-1)|('MBE7203409-1', 'head')|('MBE7203409-1', 'ef1')|('MBE7203409-1', 'linker1')|('WP_209296140-1', 'ef2')|('WP_209296140-1', 'tail') with length 62, pLDDT 78.0, pTM 0.644 in 0.2s (amortized, batch size 16). 298 / 525 completed.
24/05/04 17:35:08 | INFO | root | Predicted structure for 266_(ef1,ef2)_(MBE7203409-1,WP_122402182-1)|('MBE7203409-1', 'head')|('MBE7203409-1', 'ef1')|('MBE7203409-1', 'linker1')|('WP_122402182-1', 'ef2')|('WP_122402182-1', 'tail') with length 62, pLDDT 78.0, pTM 0.644 in 0.2s (amortized, batch size 16). 299 / 525 completed.
24/05/04 17:35:08 | INFO | root | Predicted structure for 267_(ef1,ef2)_(MBE7203409-1,WP_238286702-1)|('MBE7203409-1', 'head')|('MBE7203409-1', 'ef1')|('MBE7203409-1', 'linker1')|('WP_238286702-1', 'ef2')|('WP_238286702-1', 'tail') with length 62, pLDDT 80.3, pTM 0.667 in 0.2s (amortized, batch size 16). 300 / 525 completed.
24/05/04 17:35:08 | INFO | root | Predicted structure for 268_(ef1,ef2)_(MBE7203409-1,WP_233385613-1)|('MBE7203409-1', 'head')|('MBE7203409-1', 'ef1')|('MBE7203409-1', 'linker1')|('WP_233385613-1', 'ef2')|('WP_233385613-1', 'tail') with length 62, pLDDT 80.1, pTM 0.643 in 0.2s (amortized, batch size 16). 301 / 525 completed.
24/05/04 17:35:08 | INFO | root | Predicted structure for 269_(ef1,ef2)_(MBE7203409-1,WP_026190475-1)|('MBE7203409-1', 'head')|('MBE7203409-1', 'ef1')|('MBE7203409-1', 'linker1')|('WP_026190475-1', 'ef2')|('WP_026190475-1', 'tail') with length 62, pLDDT 81.2, pTM 0.661 in 0.2s (amortized, batch size 16). 302 / 525 completed.
24/05/04 17:35:08 | INFO | root | Predicted structure for 271_(ef1,ef2)_(WP_243969199-1,TMJ90498-1)|('WP_243969199-1', 'head')|('WP_243969199-1', 'ef1')|('WP_243969199-1', 'linker1')|('TMJ90498-1', 'ef2')|('TMJ90498-1', 'tail') with length 62, pLDDT 76.7, pTM 0.631 in 0.2s (amortized, batch size 16). 303 / 525 completed.
24/05/04 17:35:11 | INFO | root | Predicted structure for 272_(ef1,ef2)_(WP_243969199-1,WP_020174296-1)|('WP_243969199-1', 'head')|('WP_243969199-1', 'ef1')|('WP_243969199-1', 'linker1')|('WP_020174296-1', 'ef2')|('WP_020174296-1', 'tail') with length 62, pLDDT 80.6, pTM 0.659 in 0.2s (amortized, batch size 16). 304 / 525 completed.
24/05/04 17:35:11 | INFO | root | Predicted structure for 273_(ef1,ef2)_(WP_243969199-1,WP_099908472-1)|('WP_243969199-1', 'head')|('WP_243969199-1', 'ef1')|('WP_243969199-1', 'linker1')|('WP_099908472-1', 'ef2')|('WP_099908472-1', 'tail') with length 62, pLDDT 80.7, pTM 0.666 in 0.2s (amortized, batch size 16). 305 / 525 completed.
24/05/04 17:35:11 | INFO | root | Predicted structure for 274_(ef1,ef2)_(WP_243969199-1,WP_184513836-1)|('WP_243969199-1', 'head')|('WP_243969199-1', 'ef1')|('WP_243969199-1', 'linker1')|('WP_184513836-1', 'ef2')|('WP_184513836-1', 'tail') with length 62, pLDDT 79.5, pTM 0.635 in 0.2s (amortized, batch size 16). 306 / 525 completed.
24/05/04 17:35:11 | INFO | root | Predicted structure for 275_(ef1,ef2)_(WP_243969199-1,WP_183506314-1)|('WP_243969199-1', 'head')|('WP_243969199-1', 'ef1')|('WP_243969199-1', 'linker1')|('WP_183506314-1', 'ef2')|('WP_183506314-1', 'tail') with length 62, pLDDT 80.7, pTM 0.643 in 0.2s (amortized, batch size 16). 307 / 525 completed.
24/05/04 17:35:11 | INFO | root | Predicted structure for 276_(ef1,ef2)_(WP_243969199-1,WP_092036464-1)|('WP_243969199-1', 'head')|('WP_243969199-1', 'ef1')|('WP_243969199-1', 'linker1')|('WP_092036464-1', 'ef2')|('WP_092036464-1', 'tail') with length 62, pLDDT 80.3, pTM 0.666 in 0.2s (amortized, batch size 16). 308 / 525 completed.
24/05/04 17:35:11 | INFO | root | Predicted structure for 277_(ef1,ef2)_(WP_243969199-1,MBN9042672-1)|('WP_243969199-1', 'head')|('WP_243969199-1', 'ef1')|('WP_243969199-1', 'linker1')|('MBN9042672-1', 'ef2')|('MBN9042672-1', 'tail') with length 62, pLDDT 81.0, pTM 0.681 in 0.2s (amortized, batch size 16). 309 / 525 completed.
24/05/04 17:35:11 | INFO | root | Predicted structure for 278_(ef1,ef2)_(WP_243969199-1,NJM54704-1)|('WP_243969199-1', 'head')|('WP_243969199-1', 'ef1')|('WP_243969199-1', 'linker1')|('NJM54704-1', 'ef2')|('NJM54704-1', 'tail') with length 62, pLDDT 79.6, pTM 0.677 in 0.2s (amortized, batch size 16). 310 / 525 completed.
24/05/04 17:35:11 | INFO | root | Predicted structure for 279_(ef1,ef2)_(WP_243969199-1,WP_024519214-1)|('WP_243969199-1', 'head')|('WP_243969199-1', 'ef1')|('WP_243969199-1', 'linker1')|('WP_024519214-1', 'ef2')|('WP_024519214-1', 'tail') with length 62, pLDDT 77.9, pTM 0.634 in 0.2s (amortized, batch size 16). 311 / 525 completed.
24/05/04 17:35:11 | INFO | root | Predicted structure for 280_(ef1,ef2)_(WP_243969199-1,WP_209296140-1)|('WP_243969199-1', 'head')|('WP_243969199-1', 'ef1')|('WP_243969199-1', 'linker1')|('WP_209296140-1', 'ef2')|('WP_209296140-1', 'tail') with length 62, pLDDT 77.5, pTM 0.641 in 0.2s (amortized, batch size 16). 312 / 525 completed.
24/05/04 17:35:11 | INFO | root | Predicted structure for 281_(ef1,ef2)_(WP_243969199-1,WP_122402182-1)|('WP_243969199-1', 'head')|('WP_243969199-1', 'ef1')|('WP_243969199-1', 'linker1')|('WP_122402182-1', 'ef2')|('WP_122402182-1', 'tail') with length 62, pLDDT 77.5, pTM 0.641 in 0.2s (amortized, batch size 16). 313 / 525 completed.
24/05/04 17:35:11 | INFO | root | Predicted structure for 282_(ef1,ef2)_(WP_243969199-1,WP_238286702-1)|('WP_243969199-1', 'head')|('WP_243969199-1', 'ef1')|('WP_243969199-1', 'linker1')|('WP_238286702-1', 'ef2')|('WP_238286702-1', 'tail') with length 62, pLDDT 79.9, pTM 0.668 in 0.2s (amortized, batch size 16). 314 / 525 completed.
24/05/04 17:35:11 | INFO | root | Predicted structure for 283_(ef1,ef2)_(WP_243969199-1,WP_233385613-1)|('WP_243969199-1', 'head')|('WP_243969199-1', 'ef1')|('WP_243969199-1', 'linker1')|('WP_233385613-1', 'ef2')|('WP_233385613-1', 'tail') with length 62, pLDDT 79.1, pTM 0.630 in 0.2s (amortized, batch size 16). 315 / 525 completed.
24/05/04 17:35:11 | INFO | root | Predicted structure for 284_(ef1,ef2)_(WP_243969199-1,WP_026190475-1)|('WP_243969199-1', 'head')|('WP_243969199-1', 'ef1')|('WP_243969199-1', 'linker1')|('WP_026190475-1', 'ef2')|('WP_026190475-1', 'tail') with length 62, pLDDT 81.1, pTM 0.655 in 0.2s (amortized, batch size 16). 316 / 525 completed.
24/05/04 17:35:11 | INFO | root | Predicted structure for 331_(ef4,ef2)_(WP_244027711-1,TMJ90498-1)|('WP_244027711-1', 'head')|('WP_244027711-1', 'ef4')|('WP_244027711-1', 'linker1')|('TMJ90498-1', 'ef2')|('TMJ90498-1', 'tail') with length 62, pLDDT 79.8, pTM 0.667 in 0.2s (amortized, batch size 16). 317 / 525 completed.
24/05/04 17:35:11 | INFO | root | Predicted structure for 332_(ef4,ef2)_(WP_244027711-1,WP_020174296-1)|('WP_244027711-1', 'head')|('WP_244027711-1', 'ef4')|('WP_244027711-1', 'linker1')|('WP_020174296-1', 'ef2')|('WP_020174296-1', 'tail') with length 62, pLDDT 82.4, pTM 0.674 in 0.2s (amortized, batch size 16). 318 / 525 completed.
24/05/04 17:35:11 | INFO | root | Predicted structure for 333_(ef4,ef2)_(WP_244027711-1,WP_099908472-1)|('WP_244027711-1', 'head')|('WP_244027711-1', 'ef4')|('WP_244027711-1', 'linker1')|('WP_099908472-1', 'ef2')|('WP_099908472-1', 'tail') with length 62, pLDDT 83.3, pTM 0.697 in 0.2s (amortized, batch size 16). 319 / 525 completed.
24/05/04 17:35:14 | INFO | root | Predicted structure for 334_(ef4,ef2)_(WP_244027711-1,WP_184513836-1)|('WP_244027711-1', 'head')|('WP_244027711-1', 'ef4')|('WP_244027711-1', 'linker1')|('WP_184513836-1', 'ef2')|('WP_184513836-1', 'tail') with length 62, pLDDT 83.3, pTM 0.692 in 0.2s (amortized, batch size 16). 320 / 525 completed.
24/05/04 17:35:14 | INFO | root | Predicted structure for 335_(ef4,ef2)_(WP_244027711-1,WP_183506314-1)|('WP_244027711-1', 'head')|('WP_244027711-1', 'ef4')|('WP_244027711-1', 'linker1')|('WP_183506314-1', 'ef2')|('WP_183506314-1', 'tail') with length 62, pLDDT 81.8, pTM 0.662 in 0.2s (amortized, batch size 16). 321 / 525 completed.
24/05/04 17:35:14 | INFO | root | Predicted structure for 336_(ef4,ef2)_(WP_244027711-1,WP_092036464-1)|('WP_244027711-1', 'head')|('WP_244027711-1', 'ef4')|('WP_244027711-1', 'linker1')|('WP_092036464-1', 'ef2')|('WP_092036464-1', 'tail') with length 62, pLDDT 83.8, pTM 0.702 in 0.2s (amortized, batch size 16). 322 / 525 completed.
24/05/04 17:35:14 | INFO | root | Predicted structure for 337_(ef4,ef2)_(WP_244027711-1,MBN9042672-1)|('WP_244027711-1', 'head')|('WP_244027711-1', 'ef4')|('WP_244027711-1', 'linker1')|('MBN9042672-1', 'ef2')|('MBN9042672-1', 'tail') with length 62, pLDDT 83.7, pTM 0.713 in 0.2s (amortized, batch size 16). 323 / 525 completed.
24/05/04 17:35:14 | INFO | root | Predicted structure for 338_(ef4,ef2)_(WP_244027711-1,NJM54704-1)|('WP_244027711-1', 'head')|('WP_244027711-1', 'ef4')|('WP_244027711-1', 'linker1')|('NJM54704-1', 'ef2')|('NJM54704-1', 'tail') with length 62, pLDDT 81.9, pTM 0.704 in 0.2s (amortized, batch size 16). 324 / 525 completed.
24/05/04 17:35:14 | INFO | root | Predicted structure for 339_(ef4,ef2)_(WP_244027711-1,WP_024519214-1)|('WP_244027711-1', 'head')|('WP_244027711-1', 'ef4')|('WP_244027711-1', 'linker1')|('WP_024519214-1', 'ef2')|('WP_024519214-1', 'tail') with length 62, pLDDT 80.8, pTM 0.667 in 0.2s (amortized, batch size 16). 325 / 525 completed.
24/05/04 17:35:14 | INFO | root | Predicted structure for 340_(ef4,ef2)_(WP_244027711-1,WP_209296140-1)|('WP_244027711-1', 'head')|('WP_244027711-1', 'ef4')|('WP_244027711-1', 'linker1')|('WP_209296140-1', 'ef2')|('WP_209296140-1', 'tail') with length 62, pLDDT 81.0, pTM 0.678 in 0.2s (amortized, batch size 16). 326 / 525 completed.
24/05/04 17:35:14 | INFO | root | Predicted structure for 341_(ef4,ef2)_(WP_244027711-1,WP_122402182-1)|('WP_244027711-1', 'head')|('WP_244027711-1', 'ef4')|('WP_244027711-1', 'linker1')|('WP_122402182-1', 'ef2')|('WP_122402182-1', 'tail') with length 62, pLDDT 81.0, pTM 0.678 in 0.2s (amortized, batch size 16). 327 / 525 completed.
24/05/04 17:35:14 | INFO | root | Predicted structure for 342_(ef4,ef2)_(WP_244027711-1,WP_238286702-1)|('WP_244027711-1', 'head')|('WP_244027711-1', 'ef4')|('WP_244027711-1', 'linker1')|('WP_238286702-1', 'ef2')|('WP_238286702-1', 'tail') with length 62, pLDDT 83.7, pTM 0.705 in 0.2s (amortized, batch size 16). 328 / 525 completed.
24/05/04 17:35:14 | INFO | root | Predicted structure for 343_(ef4,ef2)_(WP_244027711-1,WP_233385613-1)|('WP_244027711-1', 'head')|('WP_244027711-1', 'ef4')|('WP_244027711-1', 'linker1')|('WP_233385613-1', 'ef2')|('WP_233385613-1', 'tail') with length 62, pLDDT 80.4, pTM 0.646 in 0.2s (amortized, batch size 16). 329 / 525 completed.
24/05/04 17:35:14 | INFO | root | Predicted structure for 344_(ef4,ef2)_(WP_244027711-1,WP_026190475-1)|('WP_244027711-1', 'head')|('WP_244027711-1', 'ef4')|('WP_244027711-1', 'linker1')|('WP_026190475-1', 'ef2')|('WP_026190475-1', 'tail') with length 62, pLDDT 82.5, pTM 0.676 in 0.2s (amortized, batch size 16). 330 / 525 completed.
24/05/04 17:35:14 | INFO | root | Predicted structure for 376_(ef1,ef3)_(RTL87341-1,WP_048445733-1)|('RTL87341-1', 'head')|('RTL87341-1', 'ef1')|('RTL87341-1', 'linker1')|('WP_048445733-1', 'ef3')|('WP_048445733-1', 'tail') with length 62, pLDDT 80.1, pTM 0.628 in 0.2s (amortized, batch size 16). 331 / 525 completed.
24/05/04 17:35:14 | INFO | root | Predicted structure for 377_(ef1,ef3)_(RTL87341-1,WP_147081983-1)|('RTL87341-1', 'head')|('RTL87341-1', 'ef1')|('RTL87341-1', 'linker1')|('WP_147081983-1', 'ef3')|('WP_147081983-1', 'tail') with length 62, pLDDT 78.8, pTM 0.605 in 0.2s (amortized, batch size 16). 332 / 525 completed.
24/05/04 17:35:14 | INFO | root | Predicted structure for 378_(ef1,ef3)_(RTL87341-1,WP_091858554-1)|('RTL87341-1', 'head')|('RTL87341-1', 'ef1')|('RTL87341-1', 'linker1')|('WP_091858554-1', 'ef3')|('WP_091858554-1', 'tail') with length 62, pLDDT 79.1, pTM 0.593 in 0.2s (amortized, batch size 16). 333 / 525 completed.
24/05/04 17:35:14 | INFO | root | Predicted structure for 379_(ef1,ef3)_(RTL87341-1,WP_147080767-1)|('RTL87341-1', 'head')|('RTL87341-1', 'ef1')|('RTL87341-1', 'linker1')|('WP_147080767-1', 'ef3')|('WP_147080767-1', 'tail') with length 62, pLDDT 78.6, pTM 0.607 in 0.2s (amortized, batch size 16). 334 / 525 completed.
24/05/04 17:35:14 | INFO | root | Predicted structure for 381_(ef1,ef3)_(RTL87341-1,WP_012453714-1)|('RTL87341-1', 'head')|('RTL87341-1', 'ef1')|('RTL87341-1', 'linker1')|('WP_012453714-1', 'ef3')|('WP_012453714-1', 'tail') with length 62, pLDDT 80.5, pTM 0.632 in 0.2s (amortized, batch size 16). 335 / 525 completed.
24/05/04 17:35:17 | INFO | root | Predicted structure for 383_(ef1,ef3)_(RTL87341-1,WP_003601797-1)|('RTL87341-1', 'head')|('RTL87341-1', 'ef1')|('RTL87341-1', 'linker1')|('WP_003601797-1', 'ef3')|('WP_003601797-1', 'tail') with length 62, pLDDT 80.5, pTM 0.632 in 0.2s (amortized, batch size 16). 336 / 525 completed.
24/05/04 17:35:17 | INFO | root | Predicted structure for 384_(ef1,ef3)_(RTL87341-1,WP_026016174-1)|('RTL87341-1', 'head')|('RTL87341-1', 'ef1')|('RTL87341-1', 'linker1')|('WP_026016174-1', 'ef3')|('WP_026016174-1', 'tail') with length 62, pLDDT 81.0, pTM 0.655 in 0.2s (amortized, batch size 16). 337 / 525 completed.
24/05/04 17:35:17 | INFO | root | Predicted structure for 385_(ef1,ef3)_(RTL87341-1,WP_074826049-1)|('RTL87341-1', 'head')|('RTL87341-1', 'ef1')|('RTL87341-1', 'linker1')|('WP_074826049-1', 'ef3')|('WP_074826049-1', 'tail') with length 62, pLDDT 77.0, pTM 0.582 in 0.2s (amortized, batch size 16). 338 / 525 completed.
24/05/04 17:35:17 | INFO | root | Predicted structure for 386_(ef1,ef3)_(RTL87341-1,MCJ2031403-1)|('RTL87341-1', 'head')|('RTL87341-1', 'ef1')|('RTL87341-1', 'linker1')|('MCJ2031403-1', 'ef3')|('MCJ2031403-1', 'tail') with length 62, pLDDT 80.5, pTM 0.632 in 0.2s (amortized, batch size 16). 339 / 525 completed.
24/05/04 17:35:17 | INFO | root | Predicted structure for 387_(ef1,ef3)_(RTL87341-1,WP_238256066-1)|('RTL87341-1', 'head')|('RTL87341-1', 'ef1')|('RTL87341-1', 'linker1')|('WP_238256066-1', 'ef3')|('WP_238256066-1', 'tail') with length 62, pLDDT 80.5, pTM 0.632 in 0.2s (amortized, batch size 16). 340 / 525 completed.
24/05/04 17:35:17 | INFO | root | Predicted structure for 388_(ef1,ef3)_(RTL87341-1,WP_231346494-1)|('RTL87341-1', 'head')|('RTL87341-1', 'ef1')|('RTL87341-1', 'linker1')|('WP_231346494-1', 'ef3')|('WP_231346494-1', 'tail') with length 62, pLDDT 80.5, pTM 0.632 in 0.2s (amortized, batch size 16). 341 / 525 completed.
24/05/04 17:35:17 | INFO | root | Predicted structure for 389_(ef1,ef3)_(RTL87341-1,OLB71496-1)|('RTL87341-1', 'head')|('RTL87341-1', 'ef1')|('RTL87341-1', 'linker1')|('OLB71496-1', 'ef3')|('OLB71496-1', 'tail') with length 62, pLDDT 80.5, pTM 0.645 in 0.2s (amortized, batch size 16). 342 / 525 completed.
24/05/04 17:35:17 | INFO | root | Predicted structure for 406_(ef1,ef3)_(MBE7203409-1,WP_048445733-1)|('MBE7203409-1', 'head')|('MBE7203409-1', 'ef1')|('MBE7203409-1', 'linker1')|('WP_048445733-1', 'ef3')|('WP_048445733-1', 'tail') with length 62, pLDDT 81.4, pTM 0.672 in 0.2s (amortized, batch size 16). 343 / 525 completed.
24/05/04 17:35:17 | INFO | root | Predicted structure for 407_(ef1,ef3)_(MBE7203409-1,WP_147081983-1)|('MBE7203409-1', 'head')|('MBE7203409-1', 'ef1')|('MBE7203409-1', 'linker1')|('WP_147081983-1', 'ef3')|('WP_147081983-1', 'tail') with length 62, pLDDT 79.7, pTM 0.641 in 0.2s (amortized, batch size 16). 344 / 525 completed.
24/05/04 17:35:17 | INFO | root | Predicted structure for 408_(ef1,ef3)_(MBE7203409-1,WP_091858554-1)|('MBE7203409-1', 'head')|('MBE7203409-1', 'ef1')|('MBE7203409-1', 'linker1')|('WP_091858554-1', 'ef3')|('WP_091858554-1', 'tail') with length 62, pLDDT 81.1, pTM 0.649 in 0.2s (amortized, batch size 16). 345 / 525 completed.
24/05/04 17:35:17 | INFO | root | Predicted structure for 409_(ef1,ef3)_(MBE7203409-1,WP_147080767-1)|('MBE7203409-1', 'head')|('MBE7203409-1', 'ef1')|('MBE7203409-1', 'linker1')|('WP_147080767-1', 'ef3')|('WP_147080767-1', 'tail') with length 62, pLDDT 81.3, pTM 0.672 in 0.2s (amortized, batch size 16). 346 / 525 completed.
24/05/04 17:35:17 | INFO | root | Predicted structure for 411_(ef1,ef3)_(MBE7203409-1,WP_012453714-1)|('MBE7203409-1', 'head')|('MBE7203409-1', 'ef1')|('MBE7203409-1', 'linker1')|('WP_012453714-1', 'ef3')|('WP_012453714-1', 'tail') with length 62, pLDDT 81.3, pTM 0.666 in 0.2s (amortized, batch size 16). 347 / 525 completed.
24/05/04 17:35:17 | INFO | root | Predicted structure for 413_(ef1,ef3)_(MBE7203409-1,WP_003601797-1)|('MBE7203409-1', 'head')|('MBE7203409-1', 'ef1')|('MBE7203409-1', 'linker1')|('WP_003601797-1', 'ef3')|('WP_003601797-1', 'tail') with length 62, pLDDT 81.3, pTM 0.666 in 0.2s (amortized, batch size 16). 348 / 525 completed.
24/05/04 17:35:17 | INFO | root | Predicted structure for 414_(ef1,ef3)_(MBE7203409-1,WP_026016174-1)|('MBE7203409-1', 'head')|('MBE7203409-1', 'ef1')|('MBE7203409-1', 'linker1')|('WP_026016174-1', 'ef3')|('WP_026016174-1', 'tail') with length 62, pLDDT 79.6, pTM 0.652 in 0.2s (amortized, batch size 16). 349 / 525 completed.
24/05/04 17:35:17 | INFO | root | Predicted structure for 415_(ef1,ef3)_(MBE7203409-1,WP_074826049-1)|('MBE7203409-1', 'head')|('MBE7203409-1', 'ef1')|('MBE7203409-1', 'linker1')|('WP_074826049-1', 'ef3')|('WP_074826049-1', 'tail') with length 62, pLDDT 79.5, pTM 0.650 in 0.2s (amortized, batch size 16). 350 / 525 completed.
24/05/04 17:35:17 | INFO | root | Predicted structure for 416_(ef1,ef3)_(MBE7203409-1,MCJ2031403-1)|('MBE7203409-1', 'head')|('MBE7203409-1', 'ef1')|('MBE7203409-1', 'linker1')|('MCJ2031403-1', 'ef3')|('MCJ2031403-1', 'tail') with length 62, pLDDT 81.3, pTM 0.666 in 0.2s (amortized, batch size 16). 351 / 525 completed.
24/05/04 17:35:20 | INFO | root | Predicted structure for 417_(ef1,ef3)_(MBE7203409-1,WP_238256066-1)|('MBE7203409-1', 'head')|('MBE7203409-1', 'ef1')|('MBE7203409-1', 'linker1')|('WP_238256066-1', 'ef3')|('WP_238256066-1', 'tail') with length 62, pLDDT 81.3, pTM 0.666 in 0.2s (amortized, batch size 16). 352 / 525 completed.
24/05/04 17:35:20 | INFO | root | Predicted structure for 418_(ef1,ef3)_(MBE7203409-1,WP_231346494-1)|('MBE7203409-1', 'head')|('MBE7203409-1', 'ef1')|('MBE7203409-1', 'linker1')|('WP_231346494-1', 'ef3')|('WP_231346494-1', 'tail') with length 62, pLDDT 81.3, pTM 0.666 in 0.2s (amortized, batch size 16). 353 / 525 completed.
24/05/04 17:35:20 | INFO | root | Predicted structure for 419_(ef1,ef3)_(MBE7203409-1,OLB71496-1)|('MBE7203409-1', 'head')|('MBE7203409-1', 'ef1')|('MBE7203409-1', 'linker1')|('OLB71496-1', 'ef3')|('OLB71496-1', 'tail') with length 62, pLDDT 81.2, pTM 0.683 in 0.2s (amortized, batch size 16). 354 / 525 completed.
